transition,target,condition,gene,direction,recipe_rank,weight,lof_fraction,gof_fraction,neither_fraction,ensembl_id,OT_SM_bucket,OT_AB_bucket,OT_PR_bucket,OT_top_bucket,n_drugs,delivery_call,note
toward_Th1_Stim48hr,toward_Th1,Stim48hr,ADD1,activation,2,0.135586,0.284,0.263,0.4531,ENSG00000087274,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,SAMD8,activation,3,0.122591,0.284,0.263,0.4531,ENSG00000156671,Structure with Ligand,UniProt SigP or TMHMM,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,MYH9,activation,4,0.122097,0.284,0.263,0.4531,ENSG00000100345,,UniProt loc high conf,UniProt Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,ZFP36,activation,5,0.121248,0.284,0.263,0.4531,ENSG00000128016,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,ZNF213,activation,6,0.120461,0.284,0.263,0.4531,ENSG00000085644,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,RAP1GDS1,activation,7,0.117004,0.284,0.263,0.4531,ENSG00000138698,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,ALOX5,activation,8,0.111687,0.284,0.263,0.4531,ENSG00000012779,Approved Drug,UniProt loc high conf,Half-life Data,clinical drug,11,CRISPRa or SM agonist (ligandable: Approved Drug),Activation direction; SM handle exists but agonism is rare — CRISPRa/ORF is the reliable route. GOF is a CRISPRa hypothesis from the sign-flip model.
toward_Th1_Stim48hr,toward_Th1,Stim48hr,DNTTIP1,activation,9,0.111182,0.284,0.263,0.4531,ENSG00000101457,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,ARHGEF2,activation,10,0.109657,0.284,0.263,0.4531,ENSG00000116584,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,PLCXD1,activation,11,0.107089,0.284,0.263,0.4531,ENSG00000182378,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,CEP20,activation,12,0.106136,0.284,0.263,0.4531,ENSG00000133393,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,SEC23IP,activation,13,0.104631,0.284,0.263,0.4531,ENSG00000107651,,UniProt loc med conf,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,SFI1,activation,14,0.103454,0.284,0.263,0.4531,ENSG00000198089,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th1_Stim48hr,toward_Th1,Stim48hr,QSOX1,activation,15,0.101843,0.284,0.263,0.4531,ENSG00000116260,Structure with Ligand,UniProt loc high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,MAPK14,knockdown,1,0.207192,0.4132,0.2349,0.3519,ENSG00000112062,Advanced Clinical,GO CC high conf,Literature,clinical drug,28,CRISPRi (SM inhibitor available: 28 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,IRF1,knockdown,2,0.179676,0.4132,0.2349,0.3519,ENSG00000125347,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,WWP2,knockdown,3,0.172525,0.4132,0.2349,0.3519,ENSG00000198373,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,ILVBL,knockdown,4,0.166453,0.4132,0.2349,0.3519,ENSG00000105135,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,SIN3A,knockdown,5,0.157331,0.4132,0.2349,0.3519,ENSG00000169375,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,DENND10,knockdown,6,0.14613,0.4132,0.2349,0.3519,ENSG00000119979,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,GALK1,knockdown,7,0.138761,0.4132,0.2349,0.3519,ENSG00000108479,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,PPP5C,knockdown,8,0.135433,0.4132,0.2349,0.3519,ENSG00000011485,Advanced Clinical,UniProt loc high conf,Database Ubiquitination,clinical drug,1,CRISPRi (SM inhibitor available: 1 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,EHMT2,knockdown,9,0.131992,0.4132,0.2349,0.3519,ENSG00000204371,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,TTC17,knockdown,10,0.125276,0.4132,0.2349,0.3519,ENSG00000052841,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,ATN1,knockdown,11,0.123705,0.4132,0.2349,0.3519,ENSG00000111676,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,QKI,knockdown,12,0.123405,0.4132,0.2349,0.3519,ENSG00000112531,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,JAML,knockdown,13,0.121187,0.4132,0.2349,0.3519,ENSG00000160593,,UniProt loc high conf,,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,PACS1,knockdown,14,0.119883,0.4132,0.2349,0.3519,ENSG00000175115,,Human Protein Atlas loc,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Rest,toward_Th2,Rest,ITPR3,knockdown,15,0.11972,0.4132,0.2349,0.3519,ENSG00000096433,Structure with Ligand,GO CC high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Rest,toward_Th2,Rest,ADCK2,activation,1,0.140741,0.4132,0.2349,0.3519,ENSG00000133597,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,ICOS,activation,2,0.139909,0.4132,0.2349,0.3519,ENSG00000163600,,Advanced Clinical,Small Molecule Binder,clinical drug,4,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,CCND3,activation,3,0.125591,0.4132,0.2349,0.3519,ENSG00000112576,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,ZBTB22,activation,4,0.12418,0.4132,0.2349,0.3519,ENSG00000236104,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,C2CD5,activation,5,0.117542,0.4132,0.2349,0.3519,ENSG00000111731,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,XAF1,activation,6,0.116727,0.4132,0.2349,0.3519,ENSG00000132530,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,PLIN3,activation,7,0.112391,0.4132,0.2349,0.3519,ENSG00000105355,,UniProt loc high conf,UniProt Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,ZNF627,activation,8,0.110357,0.4132,0.2349,0.3519,ENSG00000198551,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,IFNAR1,activation,9,0.109226,0.4132,0.2349,0.3519,ENSG00000142166,,Approved Drug,UniProt Ubiquitination,clinical drug,12,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,CASP2,activation,10,0.105205,0.4132,0.2349,0.3519,ENSG00000106144,Advanced Clinical,,Database Ubiquitination,clinical drug,1,CRISPRa or SM agonist (ligandable: Advanced Clinical),Activation direction; SM handle exists but agonism is rare — CRISPRa/ORF is the reliable route. GOF is a CRISPRa hypothesis from the sign-flip model.
toward_Th2_Rest,toward_Th2,Rest,TBC1D2B,activation,11,0.104544,0.4132,0.2349,0.3519,ENSG00000167202,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,HMGN5,activation,12,0.10216,0.4132,0.2349,0.3519,ENSG00000198157,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,DAP,activation,13,0.096934,0.4132,0.2349,0.3519,ENSG00000112977,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,EVI2B,activation,14,0.096558,0.4132,0.2349,0.3519,ENSG00000185862,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Rest,toward_Th2,Rest,DGUOK,activation,15,0.093567,0.4132,0.2349,0.3519,ENSG00000114956,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,IFNGR1,knockdown,1,0.217999,0.2884,0.2493,0.4623,ENSG00000027697,Structure with Ligand,UniProt loc high conf,UniProt Ubiquitination,SM-tractable (ligandable),1,CRISPRi (SM inhibitor available: 1 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,ZBTB49,knockdown,2,0.170598,0.2884,0.2493,0.4623,ENSG00000168826,,,,undruggable (no handle),0,CRISPRi/shRNA (no SM tractability),Suppression needed; no OT tractability handle at all — CRISPRi/shRNA only.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,DZIP1,knockdown,3,0.13886,0.2884,0.2493,0.4623,ENSG00000134874,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,GGA1,knockdown,4,0.134156,0.2884,0.2493,0.4623,ENSG00000100083,Structure with Ligand,UniProt loc high conf,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,PACS1,knockdown,5,0.129518,0.2884,0.2493,0.4623,ENSG00000175115,,Human Protein Atlas loc,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,DENND4B,knockdown,6,0.129476,0.2884,0.2493,0.4623,ENSG00000198837,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,BMAL1,knockdown,7,0.129294,0.2884,0.2493,0.4623,ENSG00000133794,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,JAK2,knockdown,8,0.129158,0.2884,0.2493,0.4623,ENSG00000096968,Approved Drug,GO CC high conf,Literature,clinical drug,31,CRISPRi (SM inhibitor available: 31 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,TXNDC5,knockdown,9,0.123385,0.2884,0.2493,0.4623,ENSG00000239264,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,DPYD,knockdown,10,0.121328,0.2884,0.2493,0.4623,ENSG00000188641,Advanced Clinical,,Database Ubiquitination,clinical drug,2,CRISPRi (SM inhibitor available: 2 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,ZW10,knockdown,11,0.119193,0.2884,0.2493,0.4623,ENSG00000086827,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,ENOX2,knockdown,12,0.11798,0.2884,0.2493,0.4623,ENSG00000165675,,UniProt loc med conf,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,DNTTIP1,knockdown,13,0.1169,0.2884,0.2493,0.4623,ENSG00000101457,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,TRAF1,knockdown,14,0.116837,0.2884,0.2493,0.4623,ENSG00000056558,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,TMEM87A,knockdown,15,0.116411,0.2884,0.2493,0.4623,ENSG00000103978,Structure with Ligand,UniProt loc high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim8hr,toward_Th2,Stim8hr,AMPD3,activation,1,0.126705,0.2884,0.2493,0.4623,ENSG00000133805,Druggable Family,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,SEPTIN2,activation,2,0.126451,0.2884,0.2493,0.4623,ENSG00000168385,Structure with Ligand,GO CC high conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,BST2,activation,3,0.119639,0.2884,0.2493,0.4623,ENSG00000130303,Structure with Ligand,UniProt loc high conf,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,MAGEH1,activation,4,0.118238,0.2884,0.2493,0.4623,ENSG00000187601,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,MAL,activation,5,0.115142,0.2884,0.2493,0.4623,ENSG00000172005,,UniProt loc high conf,,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,INF2,activation,6,0.115091,0.2884,0.2493,0.4623,ENSG00000203485,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,TMEM184C,activation,7,0.112594,0.2884,0.2493,0.4623,ENSG00000164168,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,CHRAC1,activation,8,0.107796,0.2884,0.2493,0.4623,ENSG00000104472,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,ZBTB22,activation,9,0.104924,0.2884,0.2493,0.4623,ENSG00000236104,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,SCAMP1,activation,10,0.104618,0.2884,0.2493,0.4623,ENSG00000085365,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,PARP12,activation,11,0.104436,0.2884,0.2493,0.4623,ENSG00000059378,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,ZDHHC18,activation,12,0.104335,0.2884,0.2493,0.4623,ENSG00000204160,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,CCNYL1,activation,13,0.102398,0.2884,0.2493,0.4623,ENSG00000163249,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,HERC1,activation,14,0.100612,0.2884,0.2493,0.4623,ENSG00000103657,Structure with Ligand,UniProt loc med conf,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim8hr,toward_Th2,Stim8hr,CMTM7,activation,15,0.100091,0.2884,0.2493,0.4623,ENSG00000153551,,UniProt SigP or TMHMM,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
